1458	George Stevens	P.G. Wodehouse#Ian Hay	Fred Astaire#George Burns#Gracie Allen	English	Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on "Mr. X". After Alyce goes to London to meet a beau...
1459	Frédéric Mitterrand	Giuseppe Giacosa#Luigi Illica	Ying Huang#Richard Troxell#Ning Liang	Italian	The story of a young geisha who falls madly in love with an american captain that travels all around the world collecting hearts.
1460	John F. Sullivan	John F. Sullivan	Michael Albanese#Evi Allen#Shannon Barry	English	Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that they all will remember.
1461	Norman Z. McLeod	Don Hartman#Sam Mintz	George Burns#Gracie Allen#George Barbier	English	Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.
1462	Tad Stones	Mark McCorkle#Robert Schooley	Scott Weinger#Robin Williams#John Rhys-Davies	USA	The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.
1463	Neil Jordan	Pat McCabe#Neil Jordan	Stephen Rea#Fiona Shaw#Eamonn Owens	English	The antisocial son of an alcoholic father and a bipolar mother grows up in 1960s Ireland.
1464	James Keach	Philip Railsback	Robert Duvall#Aidan Quinn#Frances Fisher	English	The setting is early America during the oil boom. An elderly, down on his luck "oil man", Mr. Cox, finds himself in the town of Henrietta. Using unconventional methods, he convinces himself...
1465	Henry Jaglom	Henry Jaglom#Victoria Foyt	Victoria Foyt#Viveca Lindfors#Jon Robin Baitz	USA	Filmed entirely on location in East Hampton, Long Island, "Last Summer in the Hamptons" concerns a large theatrical family spending the last weekend of their summer together at the ...
1466	Mort Ransen	Sheldon Currie#Gerald Wexler	Helena Bonham Carter#Kate Nelligan#Clive Russell	English#Scottish Gaelic#Cantonese	Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.
1467	Tim Hunter	Lyle Kessler	Danny Glover#Matt Dillon#Rick Aviles	English	A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.
1468	Peter Horton	Robert Kuhn	Joseph Mazzello#Brad Renfro#Aeryk Egan	English	Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.
1469	Peter Hewitt	Mark Twain#Stephen Sommers	Jonathan Taylor Thomas#Brad Renfro#Charles Rocket	USA	Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.
1470	Art Clokey	Art Clokey#Gloria Clokey	Dal McKennon#Art Clokey#Gloria Clokey	English	In this offshoot of the 1950s "claymation" cartoon series, the crazy Blockheads threaten to ruin Gumby's benefit concert by replacing the entire city of Clokeytown with robots.
1471	Brett Leonard	Dean R. Koontz#Andrew Kevin Walker	Jeff Goldblum#Christine Lahti#Alicia Silverstone	English	Hatch gets a special resuscitative medicine after "dying" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?
1472	Jean-Marie Poiré	Christian Clavier#Jean-Marie Poiré	Christian Clavier#Jean Reno#Valérie Lemercier	French#German#English	A medieval knight and his servant are asking a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.
1473	Manny Velazquez	Manny Velazquez	Shirley Temple	English#Spanish#German	A mini-documentary about the making of the 1939 classic
1474	Alan Jacobs	Alan Jacobs	Laura San Giacomo#Paul Rhys#Michael O'Keefe	English	When Ninas husband goes off for a few weeks to work, she meets and starts seeing a photographer. This story is told as an interview by a journalist writing about adultery who is talking ...
1475	Gurinder Chadha	Gurinder Chadha#Meera Syal	Kim Vithana#Jimmi Harkishin#Sarita Khajuria	English#Punjabi	A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The women vary in ages from mid-teens to old, and initially ...
1476	Anthony Mann	Leopold Atlas#John C. Higgins	Dennis O'Keefe#Claire Trevor#Marsha Hunt	English	Joe Sullivan has taken the rap for Rick who double-crosses him with a flawed escape plan and other means intended to get rid of him.
1477	Ole Bornedal	Ole Bornedal#Ole Bornedal	Ewan McGregor#Nick Nolte#Anais Evans	English	A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.
1478	Albert Hughes#Allen Hughes	Allen Hughes#Albert Hughes	Larenz Tate#Keith David#Chris Tucker	English	A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.
1479	Norman René	Craig Lucas	Mia Farrow#Tony Goldwyn#Juana Barrios	English	On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.
1480	Robert Stevenson	Bill Walsh#Gordon Buford	Helen Hayes#Ken Berry#Stefanie Powers	USA	The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.
1481	Jefery Levy	Andrew Wellman#Danny Rubin	Stephen Dorff#Reese Witherspoon#Jake Busey	English	An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.
1482	Richard Gordon#Carma Hinton	Geramie Barmé#John Crowley	Deborah Amos#Carma Hinton#Edward Stanley	USA	A Frontline documentary about the events that took place in Tianamen square in 1989.
1483	Randall Wallace	Alexandre Dumas#Randall Wallace	Leonardo DiCaprio#Jeremy Irons#John Malkovich	France#USA	The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?
1484	Don DuPree	Jim Carrey#Danny DeVito#Roger Ebert	None	Buena Vista Television	In addition to reviewing four new movies, Siskel and Ebert interview various actors on what they think can improve Hollywood movies.
1485	Yves Angelo	Yves Angelo#Jean Cosmos	Gérard Depardieu#Fanny Ardant#Fabrice Luchini	French	Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory...
1486	Lucas Platt	James M. Cain#John Warren	Erika Eleniak#William McNamara#Michael Lerner	English	A runaway meets up with a young man in the bus station who leads her to a rendezvous with two others who are planning a bank robbery. She is convinced to drive the getaway car for $5,000 ...
1487	Gus Van Sant	Tom Robbins#Gus Van Sant	Uma Thurman#Lorraine Bracco#Pat Morita	English#German	Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, "the ...
1488	Claude Berri	Claude Berri#Arlette Langmann	Renaud#Gérard Depardieu#Miou-Miou	French	In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.
1489	Dennis Hopper	Joe Batteer#John Rice	Tom Berenger#Erika Eleniak#William McNamara	English	A hapless Navy grunt is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.
1490	Rémy Duchemin	Richard Morgiève#Richard Morgiève	Ken Higelin#Jean Yanne#Florence Darel	French	Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the ...
1491	Steve Cohen	Steve Cohen#Otto C. Pozzo	Billy Blanks#Roddy Piper#Richard Norton	English	Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big ...
1492	Yuri Mamin	Vyacheslav Leykin#Yuri Mamin	Sergey Dreyden#Viktor Mikhailov#Agnès Soral	Russian#French	Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the ...
1493	Vern Oakley	Vern Oakley#Paul Zimmerman	Lisa Eichhorn#Stanley Tucci#Caroline Aaron	English	"A Modern Affair" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect ...
1494	Roberto Benigni	Roberto Benigni#Vincenzo Cerami	Roberto Benigni#Michel Blanc#Nicoletta Braschi	Italian	After a series of bizarre actions, Loris is mistaken for a serial killer. Jessica, a policewoman in undercover, will try to induce him to commit a murder.
1495	Hal Hartley	Hal Hartley	Paul Austin#Robert John Burke#Martin Donovan	English#Japanese#German	The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other ...
1496	Arthur Hiller	Don Rhymer	Tom Arnold#David Paymer#Rhea Perlman	USA	When his wife falls sick, a father - with an important business meeting - finds himself having to carpool for the neighborhood school children and is held hostage of a bank robber.
1497	None	None	None	Eagle Rock Entertainment#WNET Channel 13 New York	None
1498	Michael Seitzman	Michael Seitzman	Todd Field#Ben Gazzara#Lara Flynn Boyle	English	A career thief forms a partnership with his reluctant son.
1499	Camille Henrot	Jacob Bromberg#Camille Henrot	Sigrid Bouaziz#Akwetey Orraca-Tetteh	English	In the beginning there was no earth, no water - nothing. There was a single hill called Nunne Chaha. In the beginning everything was dead. In the beginning there was nothing; nothing at all...
1500	John Murlowski	Jonathan Bond#Fred Mata	Hulk Hogan#Don Stark#Robin Curtis	English	An evil millionaire believes he is Santa Claus after an accident renders him amnesiac.
1501	Sergei Bodrov	Arif Aliev#Sergei Bodrov	Oleg Menshikov#Sergey Bodrov#Susanna Mekhraliyeva	Russian#Turkish#Georgian#Chechen	Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.
1502	Daniel Algrant	Daniel Algrant#John Warren	Eric Stoltz#Mary-Louise Parker#Ralph Macchio	English	Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing ...
1503	Kevin James Dobson	Barry Glasser	Christina Ricci#Anna Chlumsky#Polly Draper	English	A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.
1504	Sönke Wortmann	Sönke Wortmann#Ralf König	Til Schweiger#Katja Riemann#Joachim Król	German	Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.
1505	Tim Metcalfe	Thomas E. Gaddis#James Long	James Woods#Robert Sean Leonard#Ellen Greene	English	Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him ...
1506	Claude Sautet	Jacques Fieschi#Claude Sautet	Emmanuelle Béart#Michel Serrault#Jean-Hugues Anglade	French	When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.
